benchmark_id,query_id,ok,correct,latency_s,attempts,response,error
run_001,1,True,False,0.192,1,[mock] response to: 2+2?,
run_001,2,True,False,0.259,1,[mock] response to: Sky color?,
run_001,3,True,False,0.290,1,[mock] response to: H2O?,
run_001,4,True,False,0.123,1,[mock] response to: Cat sound?,
run_001,5,True,False,0.372,1,[mock] response to: Smallest prime?,
run_001,6,True,False,0.422,1,[mock] response to: Pi to 2 decimals?,
run_001,7,True,False,0.220,1,[mock] response to: Days in a week?,
run_001,8,True,False,0.296,1,[mock] response to: Fastest land animal?,
run_001,9,True,False,0.203,1,[mock] response to: What is the capital of France?,
run_001,11,True,False,0.126,1,[mock] response to: What is the largest planet in our solar system?,
run_001,10,True,False,0.434,1,[mock] response to: Who wrote Hamlet?,
run_001,12,True,False,0.133,1,[mock] response to: What is the chemical symbol for gold?,
run_001,13,True,False,0.418,1,[mock] response to: How many continents are there?,
run_001,14,True,False,0.181,1,[mock] response to: Who painted the Mona Lisa?,
run_001,16,True,False,0.302,1,[mock] response to: What gas do plants absorb from the atmosphere?,
run_001,15,True,False,0.493,1,[mock] response to: What is the capital of Australia?,
run_001,18,True,False,0.274,1,[mock] response to: What planet is known as the Red Planet?,
run_001,17,True,False,0.452,1,[mock] response to: Who discovered penicillin?,
run_001,19,True,False,0.269,1,[mock] response to: Who wrote 1984?,
run_001,21,True,False,0.344,1,[mock] response to: A train leaves Station A at 9:00 AM travelling east at 60 km,
run_001,20,True,False,0.483,1,[mock] response to: What is the longest river in the world?,
run_001,22,True,False,0.253,1,[mock] response to: What is the 13th Fibonacci number (with F1=1 and F2=1)?,
run_001,23,True,False,0.167,1,"[mock] response to: If a shirt costs $80 after a 20% discount, what was the orig",
run_001,24,True,True,0.401,1,[mock] response to: What is log base 2 of 1024?,
run_001,25,True,False,0.360,1,[mock] response to: How many distinct ways can you arrange the letters of the wo,
run_001,26,True,False,0.340,1,[mock] response to: What is the derivative of sin(x)?,
run_001,27,True,False,0.465,1,[mock] response to: What is the sum of the interior angles of a heptagon in degr,
run_001,30,True,False,0.128,1,"[mock] response to: What is the determinant of the 2x2 matrix [[1,2],[3,4]]?",
run_001,29,True,False,0.253,1,[mock] response to: Evaluate the limit as x approaches 0 of sin(x)/x.,
run_001,28,True,False,0.448,1,[mock] response to: What is the greatest common divisor of 84 and 126?,
run_001,31,True,False,0.137,1,[mock] response to: Define entropy.,
run_001,32,True,False,0.190,1,[mock] response to: What does DNA stand for?,
run_001,35,True,False,0.136,1,"[mock] response to: What HTTP status code indicates ""Too Many Requests""?",
run_001,34,True,False,0.233,1,[mock] response to: What is the time complexity of binary search on a sorted arr,
run_001,33,True,False,0.435,1,[mock] response to: What does HTTP stand for?,
run_001,38,True,False,0.262,1,"[mock] response to: You are given the following Python snippet: x = [1,2,3]; y =",
run_001,36,True,False,0.395,1,"[mock] response to: In SQL, what keyword is used to remove duplicate rows from a",
run_001,40,True,False,0.174,1,"[mock] response to: In Git, which command shows the working tree status?",
run_001,37,True,False,0.377,1,[mock] response to: What is the output of the JavaScript expression: typeof null,
run_001,39,True,False,0.438,1,[mock] response to: What is the default port for HTTPS?,
run_001,41,True,False,0.336,1,[mock] response to: Hello in Spanish?,
run_001,44,True,False,0.177,1,[mock] response to: Currency of Vietnam?,
run_001,42,True,False,0.335,1,[mock] response to: Goodbye in French?,
run_001,43,True,False,0.322,1,[mock] response to: Currency of Japan?,
run_001,46,True,False,0.254,1,[mock] response to: Capital of Bhutan?,
run_001,45,True,False,0.417,1,[mock] response to: Capital of Mongolia?,
run_001,48,True,False,0.229,1,[mock] response to: Which country has the most time zones?,
run_001,51,True,False,0.154,1,[mock] response to: In what year did the Berlin Wall fall?,
run_001,50,True,False,0.229,1,[mock] response to: What is the smallest country in the world by area?,
run_001,49,True,False,0.303,1,[mock] response to: On which river does Budapest sit?,
run_001,47,True,False,0.463,1,[mock] response to: Capital of Liechtenstein?,
run_001,52,True,False,0.320,1,[mock] response to: Who was the first emperor of Rome?,
run_001,53,True,False,0.277,1,[mock] response to: Which empire was ruled by Genghis Khan?,
run_001,54,True,False,0.305,1,[mock] response to: The Magna Carta was signed in what year?,
run_001,56,True,False,0.293,1,[mock] response to: What is the chemical formula for glucose?,
run_001,55,True,False,0.376,1,[mock] response to: Which civilization built Machu Picchu?,
run_001,58,True,False,0.246,1,[mock] response to: What is the SI unit of electrical resistance?,
run_001,57,True,False,0.371,1,[mock] response to: What organelle is known as the powerhouse of the cell?,
run_001,59,True,False,0.282,1,[mock] response to: What is the SI base unit of amount of substance?,
run_001,62,True,False,0.166,1,[mock] response to: How many pairs of chromosomes do humans normally have?,
run_001,66,True,False,0.157,1,"[mock] response to: Read the following passage and answer the question. ""In 1969",
run_001,60,True,False,0.457,1,[mock] response to: What is the speed of sound in air at sea level in m/s (appro,
run_001,64,True,False,0.270,1,[mock] response to: Atomic number of uranium?,
run_001,67,True,True,0.198,1,"[mock] response to: Passage: ""The Suez Canal, opened in 1869, connects the Medit",
run_001,61,True,False,0.484,1,[mock] response to: At what temperature in Celsius does pure water boil at sea l,
run_001,71,True,False,0.123,1,"[mock] response to: Consider this scenario: Alice, Bob, and Carol each have a di",
run_001,63,True,False,0.491,1,[mock] response to: What is the name of the boundary around a black hole beyond ,
run_001,68,True,False,0.238,1,"[mock] response to: Passage: ""In 1928, Alexander Fleming returned from a holiday",
run_001,69,True,False,0.280,1,"[mock] response to: Long context. Passage: ""The Krebs cycle, also known as the c",
run_001,65,True,False,0.474,1,"[mock] response to: In a 12-hour analog clock, what is the angle in degrees betw",
run_001,74,True,True,0.176,1,[mock] response to: You are running a race and you overtake the person in second,
run_001,70,True,False,0.322,1,"[mock] response to: Long context. Passage: ""Black holes can be classified by mas",
run_001,77,True,False,0.107,1,"[mock] response to: Spell the word """"necessary"""" backwards.",
run_001,72,True,True,0.404,1,"[mock] response to: A farmer has 17 sheep, and all but 9 die. How many are left?",
run_001,76,True,True,0.288,1,"[mock] response to: If it takes 5 machines 5 minutes to make 5 widgets, how long",
run_001,73,True,False,0.444,1,"[mock] response to: If yesterday was Sunday, what day will it be the day after t",
run_001,82,True,False,0.178,1,[mock] response to: What is the ASCII value of the uppercase letter A?,
run_001,75,True,False,0.429,1,[mock] response to: A bat and a ball cost $1.10 in total. The bat costs $1.00 mo,
run_001,80,True,True,0.296,1,"[mock] response to: Identify the odd one out: apple, banana, carrot, grape.",
run_001,78,True,False,0.397,1,"[mock] response to: How many letter R's are in the word ""strawberry""?",
run_001,81,True,False,0.359,1,"[mock] response to: How many vowels are in the word """"education""""?",
run_001,83,True,False,0.294,1,[mock] response to: You buy 3 apples at $0.75 each and 2 loaves of bread at $2.5,
run_001,89,True,False,0.178,1,"[mock] response to: List the planets of the solar system in order from the Sun, ",
run_001,84,True,False,0.320,1,[mock] response to: A car travels 240 km in 3 hours. What is its average speed i,
run_001,86,True,True,0.351,1,[mock] response to: Solve for x: 3x - 7 = 14.,
run_001,92,True,False,0.191,1,"[mock] response to: Multi-part: Who wrote ""Pride and Prejudice"" and in what year",
run_001,95,True,False,0.124,1,"[mock] response to: Empty answer test (the correct answer is the literal word ""n",
run_001,94,True,False,0.128,1,"[mock] response to: Tricky: What weighs more, a pound of feathers or a pound of ",
run_001,90,True,False,0.338,1,"[mock] response to: Name the four DNA nucleotide bases, comma-separated alphabet",
run_001,87,True,False,0.471,1,[mock] response to: What is the sum 1 + 2 + 3 + ... + 100?,
run_001,88,True,False,0.423,1,[mock] response to: How many degrees are in each interior angle of a regular pen,
run_001,93,True,False,0.309,1,[mock] response to: Tricky: How many months have 28 days?,
run_002,1,True,False,0.158,1,[mock] response to: 2+2?,
run_002,2,True,False,0.137,1,[mock] response to: Sky color?,
run_001,98,True,False,0.337,1,[mock] response to: Who directed the film Pulp Fiction?,
run_001,100,True,False,0.307,1,"[mock] response to: In Greek mythology, who is the king of the gods?",
run_002,4,True,False,0.191,1,[mock] response to: Cat sound?,
run_002,3,True,False,0.281,1,[mock] response to: H2O?,
run_001,96,True,False,0.489,1,[mock] response to: Who composed the opera The Magic Flute?,
run_001,99,True,False,0.485,1,[mock] response to: Who is the author of The Brothers Karamazov?,
run_002,8,True,False,0.186,1,[mock] response to: Fastest land animal?,
run_002,9,True,False,0.213,1,[mock] response to: What is the capital of France?,
run_002,6,True,False,0.382,1,[mock] response to: Pi to 2 decimals?,
run_002,7,True,False,0.450,1,[mock] response to: Days in a week?,
run_002,10,True,False,0.427,1,[mock] response to: Who wrote Hamlet?,
run_002,13,True,False,0.385,1,[mock] response to: How many continents are there?,
run_002,12,True,False,0.456,1,[mock] response to: What is the chemical symbol for gold?,
run_002,18,True,False,0.300,1,[mock] response to: What planet is known as the Red Planet?,
run_002,14,True,False,0.489,1,[mock] response to: Who painted the Mona Lisa?,
run_002,22,True,False,0.115,1,[mock] response to: What is the 13th Fibonacci number (with F1=1 and F2=1)?,
run_002,15,True,False,0.500,1,[mock] response to: What is the capital of Australia?,
run_002,16,True,False,0.454,1,[mock] response to: What gas do plants absorb from the atmosphere?,
run_002,20,True,False,0.266,1,[mock] response to: What is the longest river in the world?,
run_002,21,True,False,0.259,1,[mock] response to: A train leaves Station A at 9:00 AM travelling east at 60 km,
run_002,19,True,False,0.421,1,[mock] response to: Who wrote 1984?,
run_002,27,True,False,0.143,1,[mock] response to: What is the sum of the interior angles of a heptagon in degr,
run_002,26,True,False,0.201,1,[mock] response to: What is the derivative of sin(x)?,
run_002,30,True,False,0.153,1,"[mock] response to: What is the determinant of the 2x2 matrix [[1,2],[3,4]]?",
run_002,24,True,True,0.392,1,[mock] response to: What is log base 2 of 1024?,
run_002,25,True,False,0.390,1,[mock] response to: How many distinct ways can you arrange the letters of the wo,
run_002,32,True,False,0.254,1,[mock] response to: What does DNA stand for?,
run_002,33,True,False,0.280,1,[mock] response to: What does HTTP stand for?,
run_002,28,True,False,0.454,1,[mock] response to: What is the greatest common divisor of 84 and 126?,
run_002,31,True,False,0.373,1,[mock] response to: Define entropy.,
run_001,79,True,False,0.272,2,"[mock] response to: What is the next number in the sequence 1, 1, 2, 3, 5, 8, ?",
run_002,35,True,False,0.236,1,"[mock] response to: What HTTP status code indicates ""Too Many Requests""?",
run_002,29,True,False,0.471,1,[mock] response to: Evaluate the limit as x approaches 0 of sin(x)/x.,
run_002,40,True,False,0.134,1,"[mock] response to: In Git, which command shows the working tree status?",
run_002,37,True,False,0.336,1,[mock] response to: What is the output of the JavaScript expression: typeof null,
run_002,36,True,False,0.454,1,"[mock] response to: In SQL, what keyword is used to remove duplicate rows from a",
run_002,44,True,False,0.300,1,[mock] response to: Currency of Vietnam?,
run_002,38,True,False,0.479,1,"[mock] response to: You are given the following Python snippet: x = [1,2,3]; y =",
run_002,43,True,False,0.380,1,[mock] response to: Currency of Japan?,
run_002,42,True,False,0.436,1,[mock] response to: Goodbye in French?,
run_002,41,True,False,0.479,1,[mock] response to: Hello in Spanish?,
run_001,91,True,False,0.247,2,[mock] response to: Multi-part: What is the largest planet and the smallest plan,
run_001,85,True,False,0.411,2,[mock] response to: The angles of a triangle are in the ratio 2:3:4. What is the,
run_002,46,True,False,0.337,1,[mock] response to: Capital of Bhutan?,
run_002,47,True,False,0.163,1,[mock] response to: Capital of Liechtenstein?,
run_002,49,True,False,0.176,1,[mock] response to: On which river does Budapest sit?,
run_002,48,True,False,0.450,1,[mock] response to: Which country has the most time zones?,
run_002,52,True,False,0.355,1,[mock] response to: Who was the first emperor of Rome?,
run_002,50,True,False,0.451,1,[mock] response to: What is the smallest country in the world by area?,
run_002,51,True,False,0.463,1,[mock] response to: In what year did the Berlin Wall fall?,
run_002,59,True,False,0.120,1,[mock] response to: What is the SI base unit of amount of substance?,
run_002,55,True,False,0.385,1,[mock] response to: Which civilization built Machu Picchu?,
run_002,53,True,False,0.473,1,[mock] response to: Which empire was ruled by Genghis Khan?,
run_002,54,True,False,0.445,1,[mock] response to: The Magna Carta was signed in what year?,
run_002,56,True,False,0.462,1,[mock] response to: What is the chemical formula for glucose?,
run_002,60,True,False,0.234,1,[mock] response to: What is the speed of sound in air at sea level in m/s (appro,
run_002,63,True,False,0.171,1,[mock] response to: What is the name of the boundary around a black hole beyond ,
run_002,5,True,False,0.239,2,[mock] response to: Smallest prime?,
run_002,58,True,False,0.426,1,[mock] response to: What is the SI unit of electrical resistance?,
run_002,62,True,False,0.243,1,[mock] response to: How many pairs of chromosomes do humans normally have?,
run_002,65,True,False,0.191,1,"[mock] response to: In a 12-hour analog clock, what is the angle in degrees betw",
run_002,61,True,False,0.494,1,[mock] response to: At what temperature in Celsius does pure water boil at sea l,
run_002,70,True,False,0.162,1,"[mock] response to: Long context. Passage: ""Black holes can be classified by mas",
run_002,68,True,False,0.228,1,"[mock] response to: Passage: ""In 1928, Alexander Fleming returned from a holiday",
run_002,71,True,False,0.216,1,"[mock] response to: Consider this scenario: Alice, Bob, and Carol each have a di",
run_002,17,True,False,0.343,2,[mock] response to: Who discovered penicillin?,
run_002,64,True,False,0.494,1,[mock] response to: Atomic number of uranium?,
run_002,66,True,False,0.473,1,"[mock] response to: Read the following passage and answer the question. ""In 1969",
run_002,69,True,False,0.357,1,"[mock] response to: Long context. Passage: ""The Krebs cycle, also known as the c",
run_002,73,True,False,0.236,1,"[mock] response to: If yesterday was Sunday, what day will it be the day after t",
run_002,77,True,False,0.183,1,"[mock] response to: Spell the word """"necessary"""" backwards.",
run_002,79,True,False,0.159,1,"[mock] response to: What is the next number in the sequence 1, 1, 2, 3, 5, 8, ?",
run_002,80,True,True,0.131,1,"[mock] response to: Identify the odd one out: apple, banana, carrot, grape.",
run_002,74,True,True,0.348,1,[mock] response to: You are running a race and you overtake the person in second,
run_002,75,True,False,0.430,1,[mock] response to: A bat and a ball cost $1.10 in total. The bat costs $1.00 mo,
run_002,76,True,True,0.401,1,"[mock] response to: If it takes 5 machines 5 minutes to make 5 widgets, how long",
run_002,82,True,False,0.186,1,[mock] response to: What is the ASCII value of the uppercase letter A?,
run_002,23,True,False,0.395,2,"[mock] response to: If a shirt costs $80 after a 20% discount, what was the orig",
run_002,81,True,False,0.327,1,"[mock] response to: How many vowels are in the word """"education""""?",
run_002,84,True,False,0.201,1,[mock] response to: A car travels 240 km in 3 hours. What is its average speed i,
run_002,88,True,False,0.223,1,[mock] response to: How many degrees are in each interior angle of a regular pen,
run_002,34,True,False,0.411,2,[mock] response to: What is the time complexity of binary search on a sorted arr,
run_002,89,True,False,0.251,1,"[mock] response to: List the planets of the solar system in order from the Sun, ",
run_002,87,True,False,0.301,1,[mock] response to: What is the sum 1 + 2 + 3 + ... + 100?,
run_002,83,True,False,0.454,1,[mock] response to: You buy 3 apples at $0.75 each and 2 loaves of bread at $2.5,
run_002,86,True,True,0.421,1,[mock] response to: Solve for x: 3x - 7 = 14.,
run_002,45,True,False,0.206,2,[mock] response to: Capital of Mongolia?,
run_002,91,True,False,0.371,1,[mock] response to: Multi-part: What is the largest planet and the smallest plan,
run_002,90,True,False,0.486,1,"[mock] response to: Name the four DNA nucleotide bases, comma-separated alphabet",
run_002,39,True,False,0.356,2,[mock] response to: What is the default port for HTTPS?,
run_002,99,True,False,0.126,1,[mock] response to: Who is the author of The Brothers Karamazov?,
run_002,95,True,False,0.335,1,"[mock] response to: Empty answer test (the correct answer is the literal word ""n",
run_002,94,True,False,0.397,1,"[mock] response to: Tricky: What weighs more, a pound of feathers or a pound of ",
run_002,93,True,False,0.411,1,[mock] response to: Tricky: How many months have 28 days?,
run_003,2,True,False,0.105,1,[mock] response to: Sky color?,
run_002,97,True,False,0.472,1,"[mock] response to: In music theory, how many semitones are in an octave?",
run_002,98,True,False,0.395,1,[mock] response to: Who directed the film Pulp Fiction?,
run_002,100,True,False,0.354,1,"[mock] response to: In Greek mythology, who is the king of the gods?",
run_003,1,True,False,0.368,1,[mock] response to: 2+2?,
run_002,57,True,False,0.302,2,[mock] response to: What organelle is known as the powerhouse of the cell?,
run_001,97,True,False,0.383,3,"[mock] response to: In music theory, how many semitones are in an octave?",
run_003,5,True,False,0.344,1,[mock] response to: Smallest prime?,
run_003,9,True,False,0.209,1,[mock] response to: What is the capital of France?,
run_003,8,True,False,0.244,1,[mock] response to: Fastest land animal?,
run_003,4,True,False,0.491,1,[mock] response to: Cat sound?,
run_003,6,True,False,0.347,1,[mock] response to: Pi to 2 decimals?,
run_003,13,True,False,0.163,1,[mock] response to: How many continents are there?,
run_003,11,True,False,0.239,1,[mock] response to: What is the largest planet in our solar system?,
run_003,15,True,False,0.116,1,[mock] response to: What is the capital of Australia?,
run_003,10,True,False,0.350,1,[mock] response to: Who wrote Hamlet?,
run_003,12,True,False,0.289,1,[mock] response to: What is the chemical symbol for gold?,
run_002,67,True,True,0.302,2,"[mock] response to: Passage: ""The Suez Canal, opened in 1869, connects the Medit",
run_003,16,True,False,0.326,1,[mock] response to: What gas do plants absorb from the atmosphere?,
run_003,22,True,False,0.151,1,[mock] response to: What is the 13th Fibonacci number (with F1=1 and F2=1)?,
run_003,14,True,False,0.436,1,[mock] response to: Who painted the Mona Lisa?,
run_003,19,True,False,0.265,1,[mock] response to: Who wrote 1984?,
run_003,21,True,False,0.240,1,[mock] response to: A train leaves Station A at 9:00 AM travelling east at 60 km,
run_003,20,True,False,0.283,1,[mock] response to: What is the longest river in the world?,
run_003,25,True,False,0.187,1,[mock] response to: How many distinct ways can you arrange the letters of the wo,
run_003,18,True,False,0.485,1,[mock] response to: What planet is known as the Red Planet?,
run_003,27,True,False,0.165,1,[mock] response to: What is the sum of the interior angles of a heptagon in degr,
run_003,28,True,False,0.253,1,[mock] response to: What is the greatest common divisor of 84 and 126?,
run_003,24,True,True,0.379,1,[mock] response to: What is log base 2 of 1024?,
run_003,23,True,False,0.471,1,"[mock] response to: If a shirt costs $80 after a 20% discount, what was the orig",
run_002,78,True,False,0.300,2,"[mock] response to: How many letter R's are in the word ""strawberry""?",
run_003,26,True,False,0.436,1,[mock] response to: What is the derivative of sin(x)?,
run_003,32,True,False,0.221,1,[mock] response to: What does DNA stand for?,
run_003,30,True,False,0.325,1,"[mock] response to: What is the determinant of the 2x2 matrix [[1,2],[3,4]]?",
run_002,85,True,False,0.257,2,[mock] response to: The angles of a triangle are in the ratio 2:3:4. What is the,
run_003,38,True,False,0.163,1,"[mock] response to: You are given the following Python snippet: x = [1,2,3]; y =",
run_003,31,True,False,0.459,1,[mock] response to: Define entropy.,
run_003,35,True,False,0.329,1,"[mock] response to: What HTTP status code indicates ""Too Many Requests""?",
run_003,33,True,False,0.417,1,[mock] response to: What does HTTP stand for?,
run_003,37,True,False,0.348,1,[mock] response to: What is the output of the JavaScript expression: typeof null,
run_003,36,True,False,0.394,1,"[mock] response to: In SQL, what keyword is used to remove duplicate rows from a",
run_003,40,True,False,0.232,1,"[mock] response to: In Git, which command shows the working tree status?",
run_003,41,True,False,0.199,1,[mock] response to: Hello in Spanish?,
run_003,42,True,False,0.213,1,[mock] response to: Goodbye in French?,
run_003,44,True,False,0.114,1,[mock] response to: Currency of Vietnam?,
run_003,39,True,False,0.407,1,[mock] response to: What is the default port for HTTPS?,
run_003,48,True,False,0.143,1,[mock] response to: Which country has the most time zones?,
run_003,45,True,False,0.244,1,[mock] response to: Capital of Mongolia?,
run_003,49,True,False,0.135,1,[mock] response to: On which river does Budapest sit?,
run_003,51,True,False,0.120,1,[mock] response to: In what year did the Berlin Wall fall?,
run_003,50,True,False,0.198,1,[mock] response to: What is the smallest country in the world by area?,
run_003,46,True,False,0.355,1,[mock] response to: Capital of Bhutan?,
run_003,43,True,False,0.474,1,[mock] response to: Currency of Japan?,
run_003,54,True,False,0.138,1,[mock] response to: The Magna Carta was signed in what year?,
run_003,53,True,False,0.292,1,[mock] response to: Which empire was ruled by Genghis Khan?,
run_003,47,True,False,0.493,1,[mock] response to: Capital of Liechtenstein?,
run_003,7,True,False,0.183,2,[mock] response to: Days in a week?,
run_003,57,True,False,0.133,1,[mock] response to: What organelle is known as the powerhouse of the cell?,
run_003,3,True,False,0.346,2,[mock] response to: H2O?,
run_003,60,True,False,0.209,1,[mock] response to: What is the speed of sound in air at sea level in m/s (appro,
run_003,62,True,False,0.178,1,[mock] response to: How many pairs of chromosomes do humans normally have?,
run_003,55,True,False,0.497,1,[mock] response to: Which civilization built Machu Picchu?,
run_003,58,True,False,0.379,1,[mock] response to: What is the SI unit of electrical resistance?,
run_003,56,True,False,0.498,1,[mock] response to: What is the chemical formula for glucose?,
run_002,11,True,False,0.266,4,[mock] response to: What is the largest planet in our solar system?,
run_003,65,True,False,0.202,1,"[mock] response to: In a 12-hour analog clock, what is the angle in degrees betw",
